run_id,task,profile,step_id,command,status,exit_code,duration_seconds,known_blocker_id,stdout_log,stderr_log,result_path
20260505T084635Z-23a1ca36,td-cleanup-004,daemon-runtime,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,9.491,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084635Z-23a1ca36/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084635Z-23a1ca36/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084635Z-23a1ca36/step-results/atlas-build.json
20260505T084635Z-23a1ca36,td-cleanup-004,daemon-runtime,context-query,python3 scripts/anigma_context_query.py --risk daemon_ipc_binding --target AnigmaDaemonCore --limit 10,passed,0,0.418,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084635Z-23a1ca36/logs/context-query.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084635Z-23a1ca36/logs/context-query.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084635Z-23a1ca36/step-results/context-query.json
20260505T084635Z-23a1ca36,td-cleanup-004,daemon-runtime,executable-advisory,python3 scripts/anigma_executable_consolidation_audit.py --mode advisory --focus anigmad --json-out .build/anigma-executable-consolidation-audit.json,passed,0,1.697,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084635Z-23a1ca36/logs/executable-advisory.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084635Z-23a1ca36/logs/executable-advisory.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084635Z-23a1ca36/step-results/executable-advisory.json
20260505T084635Z-4b4f7a11,pipeline-bootstrap,test,noop,"python3 -c 'print(""hello"")'",passed,0,0.043,,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084635Z-4b4f7a11/logs/noop.stdout.log,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084635Z-4b4f7a11/logs/noop.stderr.log,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084635Z-4b4f7a11/step-results/noop.json
20260505T084647Z-0fe01308,td-cleanup-004,daemon-runtime,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,9.762,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084647Z-0fe01308/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084647Z-0fe01308/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084647Z-0fe01308/step-results/atlas-build.json
20260505T084647Z-0fe01308,td-cleanup-004,daemon-runtime,context-query,python3 scripts/anigma_context_query.py --risk daemon_ipc_binding --target AnigmaDaemonCore --limit 10,passed,0,0.42,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084647Z-0fe01308/logs/context-query.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084647Z-0fe01308/logs/context-query.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084647Z-0fe01308/step-results/context-query.json
20260505T084647Z-0fe01308,td-cleanup-004,daemon-runtime,executable-advisory,python3 scripts/anigma_executable_consolidation_audit.py --mode advisory --focus anigmad --json-out .build/anigma-executable-consolidation-audit.json,passed,0,1.485,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084647Z-0fe01308/logs/executable-advisory.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084647Z-0fe01308/logs/executable-advisory.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084647Z-0fe01308/step-results/executable-advisory.json
20260505T084719Z-1af83d57,td-cleanup-004,cleanup-review,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,11.337,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/step-results/atlas-build.json
20260505T084719Z-1af83d57,td-cleanup-004,cleanup-review,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,0.244,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/step-results/atlas-check.json
20260505T084719Z-1af83d57,td-cleanup-004,cleanup-review,dead-code-gate,python3 scripts/anigma_dead_code_audit.py --mode gate --baseline Docs/baselines/dead-code-baseline.json,passed,0,25.021,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/logs/dead-code-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/logs/dead-code-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/step-results/dead-code-gate.json
20260505T084719Z-1af83d57,td-cleanup-004,cleanup-review,executable-gate,python3 scripts/anigma_executable_consolidation_audit.py --mode gate --baseline Docs/baselines/executable-consolidation-baseline.json --focus anigmad,passed,0,2.219,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/logs/executable-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/logs/executable-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/step-results/executable-gate.json
20260505T084719Z-1af83d57,td-cleanup-004,cleanup-review,scope-check,python3 scripts/anigma_validate_scope.py --task td-cleanup-004 --allowed-path scripts --allowed-path Docs --allow-empty,failed,1,0.209,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/logs/scope-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/logs/scope-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-1af83d57/step-results/scope-check.json
20260505T084719Z-a0bb6f27,td-cleanup-004,cleanup-review,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,11.357,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/step-results/atlas-build.json
20260505T084719Z-a0bb6f27,td-cleanup-004,cleanup-review,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,0.233,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/step-results/atlas-check.json
20260505T084719Z-a0bb6f27,td-cleanup-004,cleanup-review,dead-code-gate,python3 scripts/anigma_dead_code_audit.py --mode gate --baseline Docs/baselines/dead-code-baseline.json,passed,0,24.861,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/logs/dead-code-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/logs/dead-code-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/step-results/dead-code-gate.json
20260505T084719Z-a0bb6f27,td-cleanup-004,cleanup-review,executable-gate,python3 scripts/anigma_executable_consolidation_audit.py --mode gate --baseline Docs/baselines/executable-consolidation-baseline.json --focus anigmad,passed,0,2.249,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/logs/executable-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/logs/executable-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/step-results/executable-gate.json
20260505T084719Z-a0bb6f27,td-cleanup-004,cleanup-review,scope-check,python3 scripts/anigma_validate_scope.py --task td-cleanup-004 --allowed-path scripts --allowed-path Docs --allow-empty,failed,1,0.204,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/logs/scope-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/logs/scope-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084719Z-a0bb6f27/step-results/scope-check.json
20260505T084800Z-5e63c460,pipeline-bootstrap,test,noop,"python3 -c 'print(""hello"")'",passed,0,0.069,,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084800Z-5e63c460/logs/noop.stdout.log,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084800Z-5e63c460/logs/noop.stderr.log,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084800Z-5e63c460/step-results/noop.json
20260505T084801Z-6f303a59,td-cleanup-004,daemon-runtime,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,9.691,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084801Z-6f303a59/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084801Z-6f303a59/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084801Z-6f303a59/step-results/atlas-build.json
20260505T084801Z-6f303a59,td-cleanup-004,daemon-runtime,context-query,python3 scripts/anigma_context_query.py --risk daemon_ipc_binding --target AnigmaDaemonCore --limit 10,passed,0,0.429,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084801Z-6f303a59/logs/context-query.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084801Z-6f303a59/logs/context-query.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084801Z-6f303a59/step-results/context-query.json
20260505T084801Z-6f303a59,td-cleanup-004,daemon-runtime,executable-advisory,python3 scripts/anigma_executable_consolidation_audit.py --mode advisory --focus anigmad --json-out .build/anigma-executable-consolidation-audit.json,passed,0,1.578,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084801Z-6f303a59/logs/executable-advisory.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084801Z-6f303a59/logs/executable-advisory.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084801Z-6f303a59/step-results/executable-advisory.json
20260505T084813Z-77b05ddf,td-cleanup-004,daemon-runtime,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,9.85,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084813Z-77b05ddf/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084813Z-77b05ddf/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084813Z-77b05ddf/step-results/atlas-build.json
20260505T084813Z-77b05ddf,td-cleanup-004,daemon-runtime,context-query,python3 scripts/anigma_context_query.py --risk daemon_ipc_binding --target AnigmaDaemonCore --limit 10,passed,0,0.437,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084813Z-77b05ddf/logs/context-query.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084813Z-77b05ddf/logs/context-query.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084813Z-77b05ddf/step-results/context-query.json
20260505T084813Z-77b05ddf,td-cleanup-004,daemon-runtime,executable-advisory,python3 scripts/anigma_executable_consolidation_audit.py --mode advisory --focus anigmad --json-out .build/anigma-executable-consolidation-audit.json,passed,0,1.594,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084813Z-77b05ddf/logs/executable-advisory.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084813Z-77b05ddf/logs/executable-advisory.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084813Z-77b05ddf/step-results/executable-advisory.json
20260505T093914Z-e8269de4,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.429,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093914Z-e8269de4/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093914Z-e8269de4/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093914Z-e8269de4/step-results/atlas-check.json
20260505T093914Z-e8269de4,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.383,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093914Z-e8269de4/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093914Z-e8269de4/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093914Z-e8269de4/step-results/git-hygiene-status.json
20260505T093914Z-e8269de4,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.054,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093914Z-e8269de4/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093914Z-e8269de4/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093914Z-e8269de4/step-results/py-compile.json
20260505T093914Z-e8269de4,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.427,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093914Z-e8269de4/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093914Z-e8269de4/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093914Z-e8269de4/step-results/task-brief-tests.json
20260505T093924Z-fb7c9160,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.388,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093924Z-fb7c9160/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093924Z-fb7c9160/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093924Z-fb7c9160/step-results/atlas-check.json
20260505T093924Z-fb7c9160,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.329,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093924Z-fb7c9160/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093924Z-fb7c9160/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093924Z-fb7c9160/step-results/git-hygiene-status.json
20260505T093924Z-fb7c9160,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.052,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093924Z-fb7c9160/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093924Z-fb7c9160/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093924Z-fb7c9160/step-results/py-compile.json
20260505T093924Z-fb7c9160,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.358,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093924Z-fb7c9160/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093924Z-fb7c9160/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093924Z-fb7c9160/step-results/task-brief-tests.json
20260505T093952Z-5e28da21,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.432,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093952Z-5e28da21/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093952Z-5e28da21/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093952Z-5e28da21/step-results/atlas-check.json
20260505T093952Z-5e28da21,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.33,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093952Z-5e28da21/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093952Z-5e28da21/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093952Z-5e28da21/step-results/git-hygiene-status.json
20260505T093952Z-5e28da21,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.051,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093952Z-5e28da21/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093952Z-5e28da21/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093952Z-5e28da21/step-results/py-compile.json
20260505T093952Z-5e28da21,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.361,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093952Z-5e28da21/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093952Z-5e28da21/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T093952Z-5e28da21/step-results/task-brief-tests.json
20260505T094019Z-f14696a0,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.458,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094019Z-f14696a0/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094019Z-f14696a0/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094019Z-f14696a0/step-results/atlas-check.json
20260505T094019Z-f14696a0,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.34,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094019Z-f14696a0/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094019Z-f14696a0/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094019Z-f14696a0/step-results/git-hygiene-status.json
20260505T094019Z-f14696a0,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.055,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094019Z-f14696a0/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094019Z-f14696a0/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094019Z-f14696a0/step-results/py-compile.json
20260505T094019Z-f14696a0,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.401,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094019Z-f14696a0/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094019Z-f14696a0/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094019Z-f14696a0/step-results/task-brief-tests.json
20260505T094023Z-ec348699,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.696,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094023Z-ec348699/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094023Z-ec348699/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094023Z-ec348699/step-results/atlas-check.json
20260505T094023Z-ec348699,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.331,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094023Z-ec348699/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094023Z-ec348699/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094023Z-ec348699/step-results/git-hygiene-status.json
20260505T094023Z-ec348699,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.049,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094023Z-ec348699/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094023Z-ec348699/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094023Z-ec348699/step-results/py-compile.json
20260505T094023Z-ec348699,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.377,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094023Z-ec348699/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094023Z-ec348699/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094023Z-ec348699/step-results/task-brief-tests.json
20260505T094638Z-f70cbbfc,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.276,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094638Z-f70cbbfc/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094638Z-f70cbbfc/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094638Z-f70cbbfc/step-results/atlas-check.json
20260505T094638Z-f70cbbfc,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.305,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094638Z-f70cbbfc/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094638Z-f70cbbfc/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094638Z-f70cbbfc/step-results/git-hygiene-status.json
20260505T094638Z-f70cbbfc,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.046,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094638Z-f70cbbfc/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094638Z-f70cbbfc/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094638Z-f70cbbfc/step-results/py-compile.json
20260505T094638Z-f70cbbfc,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.296,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094638Z-f70cbbfc/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094638Z-f70cbbfc/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094638Z-f70cbbfc/step-results/task-brief-tests.json
20260505T094641Z-64842fef,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.299,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094641Z-64842fef/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094641Z-64842fef/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094641Z-64842fef/step-results/atlas-check.json
20260505T094641Z-64842fef,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.318,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094641Z-64842fef/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094641Z-64842fef/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094641Z-64842fef/step-results/git-hygiene-status.json
20260505T094641Z-64842fef,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.049,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094641Z-64842fef/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094641Z-64842fef/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094641Z-64842fef/step-results/py-compile.json
20260505T094641Z-64842fef,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.29,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094641Z-64842fef/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094641Z-64842fef/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T094641Z-64842fef/step-results/task-brief-tests.json
20260505T095235Z-486589d2,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.238,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095235Z-486589d2/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095235Z-486589d2/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095235Z-486589d2/step-results/atlas-check.json
20260505T095235Z-486589d2,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.306,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095235Z-486589d2/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095235Z-486589d2/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095235Z-486589d2/step-results/git-hygiene-status.json
20260505T095235Z-486589d2,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.046,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095235Z-486589d2/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095235Z-486589d2/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095235Z-486589d2/step-results/py-compile.json
