run_id,task,profile,step_id,command,status,exit_code,duration_seconds,known_blocker_id,stdout_log,stderr_log,result_path
20260505T083632Z-b7ad08f9,td-cleanup-004,cleanup-review,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,0.21,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T083632Z-b7ad08f9/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T083632Z-b7ad08f9/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T083632Z-b7ad08f9/step-results/atlas-check.json
20260505T083632Z-b7ad08f9,td-cleanup-004,cleanup-review,dead-code-gate,python3 scripts/anigma_dead_code_audit.py --mode gate --baseline Docs/baselines/dead-code-baseline.json,passed,0,16.581,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T083632Z-b7ad08f9/logs/dead-code-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T083632Z-b7ad08f9/logs/dead-code-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T083632Z-b7ad08f9/step-results/dead-code-gate.json
20260505T083632Z-b7ad08f9,td-cleanup-004,cleanup-review,executable-gate,python3 scripts/anigma_executable_consolidation_audit.py --mode gate --baseline Docs/baselines/executable-consolidation-baseline.json --focus anigmad,passed,0,2.382,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T083632Z-b7ad08f9/logs/executable-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T083632Z-b7ad08f9/logs/executable-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T083632Z-b7ad08f9/step-results/executable-gate.json
20260505T083632Z-b7ad08f9,td-cleanup-004,cleanup-review,scope-check,python3 scripts/anigma_validate_scope.py --task td-cleanup-004 --allowed-path scripts --allowed-path Docs --allow-empty,failed,1,0.154,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T083632Z-b7ad08f9/logs/scope-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T083632Z-b7ad08f9/logs/scope-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T083632Z-b7ad08f9/step-results/scope-check.json
20260505T084325Z-b3284c5c,td-cleanup-004,cleanup-review,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,9.106,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/step-results/atlas-build.json
20260505T084325Z-b3284c5c,td-cleanup-004,cleanup-review,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,0.204,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/step-results/atlas-check.json
20260505T084325Z-b3284c5c,td-cleanup-004,cleanup-review,dead-code-gate,python3 scripts/anigma_dead_code_audit.py --mode gate --baseline Docs/baselines/dead-code-baseline.json,passed,0,20.15,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/logs/dead-code-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/logs/dead-code-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/step-results/dead-code-gate.json
20260505T084325Z-b3284c5c,td-cleanup-004,cleanup-review,executable-gate,python3 scripts/anigma_executable_consolidation_audit.py --mode gate --baseline Docs/baselines/executable-consolidation-baseline.json --focus anigmad,passed,0,1.555,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/logs/executable-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/logs/executable-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/step-results/executable-gate.json
20260505T084325Z-b3284c5c,td-cleanup-004,cleanup-review,scope-check,python3 scripts/anigma_validate_scope.py --task td-cleanup-004 --allowed-path scripts --allowed-path Docs --allow-empty,failed,1,0.149,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/logs/scope-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/logs/scope-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084325Z-b3284c5c/step-results/scope-check.json
20260505T084326Z-8c86a54d,review-bundle-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,0.274,,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084326Z-8c86a54d/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084326Z-8c86a54d/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084326Z-8c86a54d/step-results/atlas-check.json
20260505T084326Z-8c86a54d,review-bundle-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.538,,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084326Z-8c86a54d/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084326Z-8c86a54d/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084326Z-8c86a54d/step-results/git-hygiene-status.json
20260505T084326Z-8c86a54d,review-bundle-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.063,,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084326Z-8c86a54d/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084326Z-8c86a54d/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084326Z-8c86a54d/step-results/py-compile.json
20260505T084326Z-8c86a54d,review-bundle-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.407,,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084326Z-8c86a54d/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084326Z-8c86a54d/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084326Z-8c86a54d/step-results/task-brief-tests.json
20260505T084329Z-60188808,pipeline-bootstrap,test,noop,"python3 -c 'print(""hello"")'",passed,0,0.033,,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084329Z-60188808/logs/noop.stdout.log,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084329Z-60188808/logs/noop.stderr.log,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084329Z-60188808/step-results/noop.json
20260505T084329Z-83026c78,td-cleanup-004,daemon-runtime,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,10.578,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084329Z-83026c78/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084329Z-83026c78/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084329Z-83026c78/step-results/atlas-build.json
20260505T084329Z-83026c78,td-cleanup-004,daemon-runtime,context-query,python3 scripts/anigma_context_query.py --risk daemon_ipc_binding --target AnigmaDaemonCore --limit 10,passed,0,0.482,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084329Z-83026c78/logs/context-query.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084329Z-83026c78/logs/context-query.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084329Z-83026c78/step-results/context-query.json
20260505T084329Z-83026c78,td-cleanup-004,daemon-runtime,executable-advisory,python3 scripts/anigma_executable_consolidation_audit.py --mode advisory --focus anigmad --json-out .build/anigma-executable-consolidation-audit.json,passed,0,2.342,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084329Z-83026c78/logs/executable-advisory.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084329Z-83026c78/logs/executable-advisory.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084329Z-83026c78/step-results/executable-advisory.json
20260505T084343Z-30ce4dc0,td-cleanup-004,daemon-runtime,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,9.775,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084343Z-30ce4dc0/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084343Z-30ce4dc0/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084343Z-30ce4dc0/step-results/atlas-build.json
20260505T084343Z-30ce4dc0,td-cleanup-004,daemon-runtime,context-query,python3 scripts/anigma_context_query.py --risk daemon_ipc_binding --target AnigmaDaemonCore --limit 10,passed,0,0.483,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084343Z-30ce4dc0/logs/context-query.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084343Z-30ce4dc0/logs/context-query.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084343Z-30ce4dc0/step-results/context-query.json
20260505T084343Z-30ce4dc0,td-cleanup-004,daemon-runtime,executable-advisory,python3 scripts/anigma_executable_consolidation_audit.py --mode advisory --focus anigmad --json-out .build/anigma-executable-consolidation-audit.json,passed,0,1.995,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084343Z-30ce4dc0/logs/executable-advisory.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084343Z-30ce4dc0/logs/executable-advisory.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084343Z-30ce4dc0/step-results/executable-advisory.json
20260505T084414Z-8e2a1c62,td-cleanup-004,cleanup-review,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,11.169,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/step-results/atlas-build.json
20260505T084414Z-8e2a1c62,td-cleanup-004,cleanup-review,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,0.216,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/step-results/atlas-check.json
20260505T084414Z-8e2a1c62,td-cleanup-004,cleanup-review,dead-code-gate,python3 scripts/anigma_dead_code_audit.py --mode gate --baseline Docs/baselines/dead-code-baseline.json,passed,0,21.376,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/logs/dead-code-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/logs/dead-code-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/step-results/dead-code-gate.json
20260505T084414Z-8e2a1c62,td-cleanup-004,cleanup-review,executable-gate,python3 scripts/anigma_executable_consolidation_audit.py --mode gate --baseline Docs/baselines/executable-consolidation-baseline.json --focus anigmad,passed,0,1.95,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/logs/executable-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/logs/executable-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/step-results/executable-gate.json
20260505T084414Z-8e2a1c62,td-cleanup-004,cleanup-review,scope-check,python3 scripts/anigma_validate_scope.py --task td-cleanup-004 --allowed-path scripts --allowed-path Docs --allow-empty,failed,1,0.172,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/logs/scope-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/logs/scope-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084414Z-8e2a1c62/step-results/scope-check.json
20260505T084414Z-ef6477fa,review-bundle-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,0.271,,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084414Z-ef6477fa/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084414Z-ef6477fa/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084414Z-ef6477fa/step-results/atlas-check.json
20260505T084414Z-ef6477fa,review-bundle-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.606,,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084414Z-ef6477fa/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084414Z-ef6477fa/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084414Z-ef6477fa/step-results/git-hygiene-status.json
20260505T084414Z-ef6477fa,review-bundle-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.08,,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084414Z-ef6477fa/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084414Z-ef6477fa/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084414Z-ef6477fa/step-results/py-compile.json
20260505T084414Z-ef6477fa,review-bundle-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.406,,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084414Z-ef6477fa/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084414Z-ef6477fa/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/review-bundle-bootstrap/20260505T084414Z-ef6477fa/step-results/task-brief-tests.json
20260505T084417Z-16879d8f,td-cleanup-004,daemon-runtime,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,9.974,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084417Z-16879d8f/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084417Z-16879d8f/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084417Z-16879d8f/step-results/atlas-build.json
20260505T084417Z-16879d8f,td-cleanup-004,daemon-runtime,context-query,python3 scripts/anigma_context_query.py --risk daemon_ipc_binding --target AnigmaDaemonCore --limit 10,passed,0,0.401,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084417Z-16879d8f/logs/context-query.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084417Z-16879d8f/logs/context-query.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084417Z-16879d8f/step-results/context-query.json
20260505T084417Z-16879d8f,td-cleanup-004,daemon-runtime,executable-advisory,python3 scripts/anigma_executable_consolidation_audit.py --mode advisory --focus anigmad --json-out .build/anigma-executable-consolidation-audit.json,passed,0,1.738,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084417Z-16879d8f/logs/executable-advisory.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084417Z-16879d8f/logs/executable-advisory.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084417Z-16879d8f/step-results/executable-advisory.json
20260505T084417Z-d9884d1f,pipeline-bootstrap,test,noop,"python3 -c 'print(""hello"")'",passed,0,0.04,,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084417Z-d9884d1f/logs/noop.stdout.log,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084417Z-d9884d1f/logs/noop.stderr.log,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084417Z-d9884d1f/step-results/noop.json
20260505T084430Z-0dc1f6cb,td-cleanup-004,daemon-runtime,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,13.67,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084430Z-0dc1f6cb/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084430Z-0dc1f6cb/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084430Z-0dc1f6cb/step-results/atlas-build.json
20260505T084430Z-0dc1f6cb,td-cleanup-004,daemon-runtime,context-query,python3 scripts/anigma_context_query.py --risk daemon_ipc_binding --target AnigmaDaemonCore --limit 10,passed,0,0.642,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084430Z-0dc1f6cb/logs/context-query.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084430Z-0dc1f6cb/logs/context-query.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084430Z-0dc1f6cb/step-results/context-query.json
20260505T084430Z-0dc1f6cb,td-cleanup-004,daemon-runtime,executable-advisory,python3 scripts/anigma_executable_consolidation_audit.py --mode advisory --focus anigmad --json-out .build/anigma-executable-consolidation-audit.json,passed,0,2.001,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084430Z-0dc1f6cb/logs/executable-advisory.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084430Z-0dc1f6cb/logs/executable-advisory.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084430Z-0dc1f6cb/step-results/executable-advisory.json
20260505T084456Z-1344636c,td-cleanup-004,cleanup-review,dead-code-gate,python3 scripts/anigma_dead_code_audit.py --mode gate --baseline Docs/baselines/dead-code-baseline.json,failed,1,24.169,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084456Z-1344636c/logs/dead-code-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084456Z-1344636c/logs/dead-code-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084456Z-1344636c/step-results/dead-code-gate.json
20260505T084456Z-237375d6,td-cleanup-004,cleanup-review,dead-code-gate,python3 scripts/anigma_dead_code_audit.py --mode gate --baseline Docs/baselines/dead-code-baseline.json,failed,1,23.969,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084456Z-237375d6/logs/dead-code-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084456Z-237375d6/logs/dead-code-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084456Z-237375d6/step-results/dead-code-gate.json
20260505T084521Z-99a55a6c,pipeline-bootstrap,test,noop,"python3 -c 'print(""hello"")'",passed,0,0.05,,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084521Z-99a55a6c/logs/noop.stdout.log,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084521Z-99a55a6c/logs/noop.stderr.log,.build/anigma-pipeline/runs/pipeline-bootstrap/20260505T084521Z-99a55a6c/step-results/noop.json
20260505T084521Z-b5700eb6,td-cleanup-004,daemon-runtime,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,10.397,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084521Z-b5700eb6/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084521Z-b5700eb6/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084521Z-b5700eb6/step-results/atlas-build.json
20260505T084521Z-b5700eb6,td-cleanup-004,daemon-runtime,context-query,python3 scripts/anigma_context_query.py --risk daemon_ipc_binding --target AnigmaDaemonCore --limit 10,passed,0,0.464,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084521Z-b5700eb6/logs/context-query.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084521Z-b5700eb6/logs/context-query.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084521Z-b5700eb6/step-results/context-query.json
20260505T084521Z-b5700eb6,td-cleanup-004,daemon-runtime,executable-advisory,python3 scripts/anigma_executable_consolidation_audit.py --mode advisory --focus anigmad --json-out .build/anigma-executable-consolidation-audit.json,passed,0,1.804,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084521Z-b5700eb6/logs/executable-advisory.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084521Z-b5700eb6/logs/executable-advisory.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084521Z-b5700eb6/step-results/executable-advisory.json
20260505T084534Z-a7b0065f,td-cleanup-004,daemon-runtime,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,9.689,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084534Z-a7b0065f/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084534Z-a7b0065f/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084534Z-a7b0065f/step-results/atlas-build.json
20260505T084534Z-a7b0065f,td-cleanup-004,daemon-runtime,context-query,python3 scripts/anigma_context_query.py --risk daemon_ipc_binding --target AnigmaDaemonCore --limit 10,passed,0,0.487,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084534Z-a7b0065f/logs/context-query.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084534Z-a7b0065f/logs/context-query.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084534Z-a7b0065f/step-results/context-query.json
20260505T084534Z-a7b0065f,td-cleanup-004,daemon-runtime,executable-advisory,python3 scripts/anigma_executable_consolidation_audit.py --mode advisory --focus anigmad --json-out .build/anigma-executable-consolidation-audit.json,passed,0,1.552,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084534Z-a7b0065f/logs/executable-advisory.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084534Z-a7b0065f/logs/executable-advisory.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084534Z-a7b0065f/step-results/executable-advisory.json
20260505T084553Z-2840aa09,td-cleanup-004,cleanup-review,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,11.175,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/step-results/atlas-build.json
20260505T084553Z-2840aa09,td-cleanup-004,cleanup-review,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,0.258,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/step-results/atlas-check.json
20260505T084553Z-2840aa09,td-cleanup-004,cleanup-review,dead-code-gate,python3 scripts/anigma_dead_code_audit.py --mode gate --baseline Docs/baselines/dead-code-baseline.json,passed,0,25.402,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/logs/dead-code-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/logs/dead-code-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/step-results/dead-code-gate.json
20260505T084553Z-2840aa09,td-cleanup-004,cleanup-review,executable-gate,python3 scripts/anigma_executable_consolidation_audit.py --mode gate --baseline Docs/baselines/executable-consolidation-baseline.json --focus anigmad,passed,0,1.904,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/logs/executable-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/logs/executable-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/step-results/executable-gate.json
20260505T084553Z-2840aa09,td-cleanup-004,cleanup-review,scope-check,python3 scripts/anigma_validate_scope.py --task td-cleanup-004 --allowed-path scripts --allowed-path Docs --allow-empty,failed,1,0.209,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/logs/scope-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/logs/scope-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-2840aa09/step-results/scope-check.json
20260505T084553Z-cd647555,td-cleanup-004,cleanup-review,atlas-build,python3 scripts/anigma_build_repo_atlas.py,passed,0,11.172,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/logs/atlas-build.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/logs/atlas-build.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/step-results/atlas-build.json
20260505T084553Z-cd647555,td-cleanup-004,cleanup-review,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,0.269,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/step-results/atlas-check.json
20260505T084553Z-cd647555,td-cleanup-004,cleanup-review,dead-code-gate,python3 scripts/anigma_dead_code_audit.py --mode gate --baseline Docs/baselines/dead-code-baseline.json,passed,0,25.291,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/logs/dead-code-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/logs/dead-code-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/step-results/dead-code-gate.json
20260505T084553Z-cd647555,td-cleanup-004,cleanup-review,executable-gate,python3 scripts/anigma_executable_consolidation_audit.py --mode gate --baseline Docs/baselines/executable-consolidation-baseline.json --focus anigmad,passed,0,2.154,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/logs/executable-gate.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/logs/executable-gate.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/step-results/executable-gate.json
20260505T084553Z-cd647555,td-cleanup-004,cleanup-review,scope-check,python3 scripts/anigma_validate_scope.py --task td-cleanup-004 --allowed-path scripts --allowed-path Docs --allow-empty,failed,1,0.208,,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/logs/scope-check.stdout.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/logs/scope-check.stderr.log,.build/anigma-pipeline/runs/td-cleanup-004/20260505T084553Z-cd647555/step-results/scope-check.json
